index,timestamp,z_force
0,2026-06-16T11:29:50.812223+00:00,47.248
1,2026-06-16T11:29:50.845556+00:00,59.08133333333333
2,2026-06-16T11:29:50.878889+00:00,41.248
3,2026-06-16T11:29:50.912223+00:00,55.41466666666667
4,2026-06-16T11:29:50.945556+00:00,41.41466666666667
5,2026-06-16T11:29:50.978889+00:00,49.748
6,2026-06-16T11:29:51.012223+00:00,55.41466666666667
7,2026-06-16T11:29:51.045556+00:00,39.748
8,2026-06-16T11:29:51.078889+00:00,56.748
9,2026-06-16T11:29:51.112223+00:00,52.08133333333333
10,2026-06-16T11:29:51.145556+00:00,46.748
11,2026-06-16T11:29:51.178889+00:00,58.998
12,2026-06-16T11:29:51.212223+00:00,49.41466666666667
13,2026-06-16T11:29:51.245556+00:00,49.41466666666667
14,2026-06-16T11:29:51.278889+00:00,57.748
15,2026-06-16T11:29:51.312223+00:00,44.08133333333333
16,2026-06-16T11:29:51.345556+00:00,54.748
17,2026-06-16T11:29:51.378889+00:00,53.498
18,2026-06-16T11:29:51.412223+00:00,47.41466666666667
19,2026-06-16T11:29:51.445556+00:00,59.748
20,2026-06-16T11:29:51.478889+00:00,55.748
21,2026-06-16T11:29:51.512223+00:00,51.748
22,2026-06-16T11:29:51.545556+00:00,59.748
23,2026-06-16T11:29:51.578889+00:00,53.748
24,2026-06-16T11:29:51.612223+00:00,51.08133333333333
25,2026-06-16T11:29:51.645556+00:00,55.41466666666667
26,2026-06-16T11:29:51.678889+00:00,56.748
27,2026-06-16T11:29:51.712223+00:00,54.08133333333333
28,2026-06-16T11:29:51.745556+00:00,54.748
29,2026-06-16T11:29:51.778889+00:00,57.41466666666667
30,2026-06-16T11:29:51.812223+00:00,58.08133333333333
31,2026-06-16T11:29:51.845556+00:00,53.748
32,2026-06-16T11:29:51.878889+00:00,53.998
33,2026-06-16T11:29:51.912223+00:00,56.41466666666667
34,2026-06-16T11:29:51.945556+00:00,58.41466666666667
35,2026-06-16T11:29:51.978889+00:00,57.498
36,2026-06-16T11:29:52.012223+00:00,56.41466666666667
37,2026-06-16T11:29:52.045556+00:00,56.748
38,2026-06-16T11:29:52.078889+00:00,53.748
39,2026-06-16T11:29:52.112223+00:00,52.748
40,2026-06-16T11:29:52.145556+00:00,55.08133333333333
41,2026-06-16T11:29:52.178889+00:00,55.998
42,2026-06-16T11:29:52.212223+00:00,58.41466666666667
43,2026-06-16T11:29:52.245556+00:00,57.08133333333333
44,2026-06-16T11:29:52.278889+00:00,54.498
45,2026-06-16T11:29:52.312223+00:00,57.08133333333333
46,2026-06-16T11:29:52.345556+00:00,59.41466666666667
47,2026-06-16T11:29:52.378889+00:00,55.498
48,2026-06-16T11:29:52.412223+00:00,53.748
49,2026-06-16T11:29:52.445556+00:00,52.41466666666667
50,2026-06-16T11:29:52.478889+00:00,55.248
51,2026-06-16T11:29:52.512223+00:00,57.748
52,2026-06-16T11:29:52.545556+00:00,58.41466666666667
53,2026-06-16T11:29:52.578889+00:00,55.498
54,2026-06-16T11:29:52.612223+00:00,54.748
55,2026-06-16T11:29:52.645556+00:00,57.08133333333333
56,2026-06-16T11:29:52.678889+00:00,60.748
57,2026-06-16T11:29:52.712223+00:00,61.08133333333333
58,2026-06-16T11:29:52.745556+00:00,58.748
59,2026-06-16T11:29:52.778889+00:00,59.498
60,2026-06-16T11:29:52.812223+00:00,63.08133333333333
61,2026-06-16T11:29:52.845556+00:00,66.41466666666668
62,2026-06-16T11:29:52.878889+00:00,62.498
63,2026-06-16T11:29:52.912223+00:00,59.41466666666667
64,2026-06-16T11:29:52.945556+00:00,60.41466666666667
65,2026-06-16T11:29:52.978889+00:00,62.998
66,2026-06-16T11:29:53.012223+00:00,66.08133333333335
67,2026-06-16T11:29:53.045556+00:00,65.41466666666666
68,2026-06-16T11:29:53.078889+00:00,60.248
69,2026-06-16T11:29:53.112223+00:00,59.41466666666667
70,2026-06-16T11:29:53.145556+00:00,62.41466666666667
71,2026-06-16T11:29:53.178889+00:00,66.248
72,2026-06-16T11:29:53.212223+00:00,68.08133333333335
73,2026-06-16T11:29:53.245556+00:00,64.748
74,2026-06-16T11:29:53.278889+00:00,61.998
75,2026-06-16T11:29:53.312223+00:00,64.41466666666668
76,2026-06-16T11:29:53.345556+00:00,66.08133333333335
77,2026-06-16T11:29:53.378889+00:00,68.998
78,2026-06-16T11:29:53.412223+00:00,71.08133333333335
79,2026-06-16T11:29:53.445556+00:00,65.748
80,2026-06-16T11:29:53.478889+00:00,63.998
81,2026-06-16T11:29:53.512223+00:00,66.41466666666668
82,2026-06-16T11:29:53.545556+00:00,67.748
83,2026-06-16T11:29:53.578889+00:00,72.998
84,2026-06-16T11:29:53.612223+00:00,69.08133333333335
85,2026-06-16T11:29:53.645556+00:00,65.41466666666668
86,2026-06-16T11:29:53.678889+00:00,62.498
87,2026-06-16T11:29:53.712223+00:00,68.41466666666668
88,2026-06-16T11:29:53.745556+00:00,75.08133333333335
89,2026-06-16T11:29:53.778889+00:00,75.998
90,2026-06-16T11:29:53.812223+00:00,72.748
91,2026-06-16T11:29:53.845556+00:00,63.748
92,2026-06-16T11:29:53.878889+00:00,63.498000000000005
93,2026-06-16T11:29:53.912223+00:00,67.41466666666668
94,2026-06-16T11:29:53.945556+00:00,74.748
95,2026-06-16T11:29:53.978889+00:00,73.248
96,2026-06-16T11:29:54.012223+00:00,70.41466666666668
97,2026-06-16T11:29:54.045556+00:00,64.08133333333333
98,2026-06-16T11:29:54.078889+00:00,62.248
99,2026-06-16T11:29:54.112223+00:00,68.41466666666668
100,2026-06-16T11:29:54.145556+00:00,76.08133333333335
101,2026-06-16T11:29:54.178889+00:00,78.998
102,2026-06-16T11:29:54.212223+00:00,76.08133333333335
103,2026-06-16T11:29:54.245556+00:00,70.41466666666668
104,2026-06-16T11:29:54.278889+00:00,64.248
105,2026-06-16T11:29:54.312223+00:00,61.748
106,2026-06-16T11:29:54.345556+00:00,68.748
107,2026-06-16T11:29:54.378889+00:00,77.498
108,2026-06-16T11:29:54.412223+00:00,75.748
109,2026-06-16T11:29:54.445556+00:00,67.41466666666666
110,2026-06-16T11:29:54.478889+00:00,58.248
111,2026-06-16T11:29:54.512223+00:00,59.748
112,2026-06-16T11:29:54.545556+00:00,69.41466666666668
113,2026-06-16T11:29:54.578889+00:00,74.998
114,2026-06-16T11:29:54.612223+00:00,67.748
115,2026-06-16T11:29:54.645556+00:00,58.41466666666667
116,2026-06-16T11:29:54.678889+00:00,54.748
117,2026-06-16T11:29:54.712223+00:00,65.08133333333335
118,2026-06-16T11:29:54.745556+00:00,72.748
119,2026-06-16T11:29:54.778889+00:00,70.498
120,2026-06-16T11:29:54.812223+00:00,56.41466666666667
121,2026-06-16T11:29:54.845556+00:00,52.41466666666667
122,2026-06-16T11:29:54.878889+00:00,65.498
123,2026-06-16T11:29:54.912223+00:00,72.748
124,2026-06-16T11:29:54.945556+00:00,68.748
125,2026-06-16T11:29:54.978889+00:00,58.748
126,2026-06-16T11:29:55.012223+00:00,52.498
127,2026-06-16T11:29:55.045556+00:00,59.41466666666667
128,2026-06-16T11:29:55.078889+00:00,72.748
129,2026-06-16T11:29:55.112223+00:00,67.41466666666668
130,2026-06-16T11:29:55.145556+00:00,54.08133333333333
131,2026-06-16T11:29:55.178889+00:00,49.08133333333333
132,2026-06-16T11:29:55.212223+00:00,68.748
133,2026-06-16T11:29:55.245556+00:00,76.748
134,2026-06-16T11:29:55.278889+00:00,64.41466666666666
135,2026-06-16T11:29:55.312223+00:00,48.998
136,2026-06-16T11:29:55.345556+00:00,59.41466666666667
137,2026-06-16T11:29:55.378889+00:00,75.08133333333335
138,2026-06-16T11:29:55.412223+00:00,77.998
139,2026-06-16T11:29:55.445556+00:00,68.08133333333335
140,2026-06-16T11:29:55.478889+00:00,59.498
141,2026-06-16T11:29:55.512223+00:00,53.41466666666667
142,2026-06-16T11:29:55.545556+00:00,58.748
143,2026-06-16T11:29:55.578889+00:00,63.41466666666667
